id_nb,name-form,type_1,type_2,link,img,data_species,data_height,data_weight,first_ability,second_ability,hidden_ability,training_catch_rate,training_base_exp,training_growth_rate,breeding_gender_male,breeding_gender_female,egg_group1,egg_group2,egg_cycle,stats_hp,stats_attack,stats_defense,stats_sp_atk,stats_sp_def,stats_speed,stats_total,
#5060,Lillipup-Lillipup,Normal,-,/pokedex/lillipup,https://img.pokemondb.net/artwork/large/lillipup.jpg,Puppy Pokémon,0.4,4.1,Vital Spirit,Pickup,Run Away,255,55,Medium Slow,50% male,50% female,Field,—,15,45,60,45,25,45,55,275,
#5070,Herdier-Herdier,Normal,-,/pokedex/herdier,https://img.pokemondb.net/artwork/large/herdier.jpg,Loyal Dog Pokémon,0.9,14.7,Intimidate,Sand Rush,Scrappy,120,130,Medium Slow,50% male,50% female,Field,—,15,65,80,65,35,65,60,370,
#5080,Stoutland-Stoutland,Normal,-,/pokedex/stoutland,https://img.pokemondb.net/artwork/large/stoutland.jpg,Big-Hearted Pokémon,1.2,61.0,Intimidate,Sand Rush,Scrappy,45,225,Medium Slow,50% male,50% female,Field,—,15,85,110,90,45,90,80,500,
#5090,Purrloin-Purrloin,Dark,-,/pokedex/purrloin,https://img.pokemondb.net/artwork/large/purrloin.jpg,Devious Pokémon,0.4,10.1,Limber,Unburden,Prankster,255,56,Medium Fast,50% male,50% female,Field,—,20,41,50,37,50,37,66,281,
#5100,Liepard-Liepard,Dark,-,/pokedex/liepard,https://img.pokemondb.net/artwork/large/liepard.jpg,Cruel Pokémon,1.1,37.5,Limber,Unburden,Prankster,90,156,Medium Fast,50% male,50% female,Field,—,20,64,88,50,88,50,106,446,
#5110,Pansage-Pansage,Grass,-,/pokedex/pansage,https://img.pokemondb.net/artwork/large/pansage.jpg,Grass Monkey Pokémon,0.6,10.5,Gluttony,-,Overgrow,190,63,Medium Fast,87.5% male,12.5% female,Field,—,20,50,53,48,53,48,64,316,
#5120,Simisage-Simisage,Grass,-,/pokedex/simisage,https://img.pokemondb.net/artwork/large/simisage.jpg,Thorn Monkey Pokémon,1.1,30.5,Gluttony,-,Overgrow,75,174,Medium Fast,87.5% male,12.5% female,Field,—,20,75,98,63,98,63,101,498,
#5130,Pansear-Pansear,Fire,-,/pokedex/pansear,https://img.pokemondb.net/artwork/large/pansear.jpg,High Temp Pokémon,0.6,11.0,Gluttony,-,Blaze,190,63,Medium Fast,87.5% male,12.5% female,Field,—,20,50,53,48,53,48,64,316,
#5140,Simisear-Simisear,Fire,-,/pokedex/simisear,https://img.pokemondb.net/artwork/large/simisear.jpg,Ember Pokémon,1.0,28.0,Gluttony,-,Blaze,75,174,Medium Fast,87.5% male,12.5% female,Field,—,20,75,98,63,98,63,101,498,
#5150,Panpour-Panpour,Water,-,/pokedex/panpour,https://img.pokemondb.net/artwork/large/panpour.jpg,Spray Pokémon,0.6,13.5,Gluttony,-,Torrent,190,63,Medium Fast,87.5% male,12.5% female,Field,—,20,50,53,48,53,48,64,316,
#5160,Simipour-Simipour,Water,-,/pokedex/simipour,https://img.pokemondb.net/artwork/large/simipour.jpg,Geyser Pokémon,1.0,29.0,Gluttony,-,Torrent,75,174,Medium Fast,87.5% male,12.5% female,Field,—,20,75,98,63,98,63,101,498,
#5170,Munna-Munna,Psychic,-,/pokedex/munna,https://img.pokemondb.net/artwork/large/munna.jpg,Dream Eater Pokémon,0.6,23.3,Forewarn,Synchronize,Telepathy,190,58,Fast,50% male,50% female,Field,—,10,76,25,45,67,55,24,292,
#5180,Musharna-Musharna,Psychic,-,/pokedex/musharna,https://img.pokemondb.net/artwork/large/musharna.jpg,Drowsing Pokémon,1.1,60.5,Forewarn,Synchronize,Telepathy,75,170,Fast,50% male,50% female,Field,—,10,116,55,85,107,95,29,487,
#5190,Pidove-Pidove,Normal,Flying,/pokedex/pidove,https://img.pokemondb.net/artwork/large/pidove.jpg,Tiny Pigeon Pokémon,0.3,2.1,Big Pecks,Super Luck,Rivalry,255,53,Medium Slow,50% male,50% female,Flying,—,15,50,55,50,36,30,43,264,
#5200,Tranquill-Tranquill,Normal,Flying,/pokedex/tranquill,https://img.pokemondb.net/artwork/large/tranquill.jpg,Wild Pigeon Pokémon,0.6,15.0,Big Pecks,Super Luck,Rivalry,120,125,Medium Slow,50% male,50% female,Flying,—,15,62,77,62,50,42,65,358,
#5210,Unfezant-Unfezant,Normal,Flying,/pokedex/unfezant,https://img.pokemondb.net/artwork/large/unfezant.jpg,Proud Pokémon,1.2,29.0,Big Pecks,Super Luck,Rivalry,45,220,Medium Slow,50% male,50% female,Flying,—,15,80,115,80,65,55,93,488,
#5220,Blitzle-Blitzle,Electric,-,/pokedex/blitzle,https://img.pokemondb.net/artwork/large/blitzle.jpg,Electrified Pokémon,0.8,29.8,Lightning Rod,Motor Drive,Sap Sipper,190,59,Medium Fast,50% male,50% female,Field,—,20,45,60,32,50,32,76,295,
#5230,Zebstrika-Zebstrika,Electric,-,/pokedex/zebstrika,https://img.pokemondb.net/artwork/large/zebstrika.jpg,Thunderbolt Pokémon,1.6,79.5,Lightning Rod,Motor Drive,Sap Sipper,75,174,Medium Fast,50% male,50% female,Field,—,20,75,100,63,80,63,116,497,
#5240,Roggenrola-Roggenrola,Rock,-,/pokedex/roggenrola,https://img.pokemondb.net/artwork/large/roggenrola.jpg,Mantle Pokémon,0.4,18.0,Sturdy,Weak Armor,Sand Force,255,56,Medium Slow,50% male,50% female,Mineral,—,15,55,75,85,25,25,15,280,
#5250,Boldore-Boldore,Rock,-,/pokedex/boldore,https://img.pokemondb.net/artwork/large/boldore.jpg,Ore Pokémon,0.9,102.0,Sturdy,Weak Armor,Sand Force,120,137,Medium Slow,50% male,50% female,Mineral,—,15,70,105,105,50,40,20,390,
#5260,Gigalith-Gigalith,Rock,-,/pokedex/gigalith,https://img.pokemondb.net/artwork/large/gigalith.jpg,Compressed Pokémon,1.7,260.0,Sturdy,Sand Stream,Sand Force,45,232,Medium Slow,50% male,50% female,Mineral,—,15,85,135,130,60,80,25,515,
#5270,Woobat-Woobat,Psychic,Flying,/pokedex/woobat,https://img.pokemondb.net/artwork/large/woobat.jpg,Bat Pokémon,0.4,2.1,Unaware,Klutz,Simple,190,65,Medium Fast,50% male,50% female,Field,Flying,15,65,45,43,55,43,72,323,
#5280,Swoobat-Swoobat,Psychic,Flying,/pokedex/swoobat,https://img.pokemondb.net/artwork/large/swoobat.jpg,Courting Pokémon,0.9,10.5,Unaware,Klutz,Simple,45,149,Medium Fast,50% male,50% female,Field,Flying,15,67,57,55,77,55,114,425,
#5290,Drilbur-Drilbur,Ground,-,/pokedex/drilbur,https://img.pokemondb.net/artwork/large/drilbur.jpg,Mole Pokémon,0.3,8.5,Sand Rush,Sand Force,Mold Breaker,120,66,Medium Fast,50% male,50% female,Field,—,20,60,85,40,30,45,68,328,
#5300,Excadrill-Excadrill,Ground,Steel,/pokedex/excadrill,https://img.pokemondb.net/artwork/large/excadrill.jpg,Subterrene Pokémon,0.7,40.4,Sand Rush,Sand Force,Mold Breaker,60,178,Medium Fast,50% male,50% female,Field,—,20,110,135,60,50,65,88,508,
#5310,Audino-Audino,Normal,-,/pokedex/audino,https://img.pokemondb.net/artwork/large/audino.jpg,Hearing Pokémon,1.1,31.0,Healer,Regenerator,Klutz,255,390,Fast,50% male,50% female,Fairy,—,20,103,60,86,60,86,50,445,
#5311,Audino-Mega Audino,Normal,-,/pokedex/audino,https://img.pokemondb.net/artwork/large/audino-mega.jpg,Hearing Pokémon,1.5,32.0,Healer,-,-,255,425,Fast,50% male,50% female,Fairy,—,20,103,60,126,80,126,50,545,
#5320,Timburr-Timburr,Fighting,-,/pokedex/timburr,https://img.pokemondb.net/artwork/large/timburr.jpg,Muscular Pokémon,0.6,12.5,Guts,Sheer Force,Iron Fist,180,61,Medium Slow,75% male,25% female,Human-Like,—,20,75,80,55,25,35,35,305,
#5330,Gurdurr-Gurdurr,Fighting,-,/pokedex/gurdurr,https://img.pokemondb.net/artwork/large/gurdurr.jpg,Muscular Pokémon,1.2,40.0,Guts,Sheer Force,Iron Fist,90,142,Medium Slow,75% male,25% female,Human-Like,—,20,85,105,85,40,50,40,405,
#5340,Conkeldurr-Conkeldurr,Fighting,-,/pokedex/conkeldurr,https://img.pokemondb.net/artwork/large/conkeldurr.jpg,Muscular Pokémon,1.4,87.0,Guts,Sheer Force,Iron Fist,45,227,Medium Slow,75% male,25% female,Human-Like,—,20,105,140,95,55,65,45,505,
#5350,Tympole-Tympole,Water,-,/pokedex/tympole,https://img.pokemondb.net/artwork/large/tympole.jpg,Tadpole Pokémon,0.5,4.5,Swift Swim,Hydration,Water Absorb,255,59,Medium Slow,50% male,50% female,Water 1,—,20,50,50,40,50,40,64,294,
#5360,Palpitoad-Palpitoad,Water,Ground,/pokedex/palpitoad,https://img.pokemondb.net/artwork/large/palpitoad.jpg,Vibration Pokémon,0.8,17.0,Swift Swim,Hydration,Water Absorb,120,134,Medium Slow,50% male,50% female,Water 1,—,20,75,65,55,65,55,69,384,
#5370,Seismitoad-Seismitoad,Water,Ground,/pokedex/seismitoad,https://img.pokemondb.net/artwork/large/seismitoad.jpg,Vibration Pokémon,1.5,62.0,Swift Swim,Poison Touch,Water Absorb,45,229,Medium Slow,50% male,50% female,Water 1,—,20,105,95,75,85,75,74,509,
#5380,Throh-Throh,Fighting,-,/pokedex/throh,https://img.pokemondb.net/artwork/large/throh.jpg,Judo Pokémon,1.3,55.5,Guts,Inner Focus,Mold Breaker,45,163,Medium Fast,100% male,0% female,Human-Like,—,20,120,100,85,30,85,45,465,
#5390,Sawk-Sawk,Fighting,-,/pokedex/sawk,https://img.pokemondb.net/artwork/large/sawk.jpg,Karate Pokémon,1.4,51.0,Sturdy,Inner Focus,Mold Breaker,45,163,Medium Fast,100% male,0% female,Human-Like,—,20,75,125,75,30,75,85,465,
#5400,Sewaddle-Sewaddle,Bug,Grass,/pokedex/sewaddle,https://img.pokemondb.net/artwork/large/sewaddle.jpg,Sewing Pokémon,0.3,2.5,Swarm,Chlorophyll,Overcoat,255,62,Medium Slow,50% male,50% female,Bug,—,15,45,53,70,40,60,42,310,
#5410,Swadloon-Swadloon,Bug,Grass,/pokedex/swadloon,https://img.pokemondb.net/artwork/large/swadloon.jpg,Leaf-Wrapped Pokémon,0.5,7.3,Leaf Guard,Chlorophyll,Overcoat,120,133,Medium Slow,50% male,50% female,Bug,—,15,55,63,90,50,80,42,380,
#5420,Leavanny-Leavanny,Bug,Grass,/pokedex/leavanny,https://img.pokemondb.net/artwork/large/leavanny.jpg,Nurturing Pokémon,1.2,20.5,Swarm,Chlorophyll,Overcoat,45,225,Medium Slow,50% male,50% female,Bug,—,15,75,103,80,70,80,92,500,
#5430,Venipede-Venipede,Bug,Poison,/pokedex/venipede,https://img.pokemondb.net/artwork/large/venipede.jpg,Centipede Pokémon,0.4,5.3,Poison Point,Swarm,Speed Boost,255,52,Medium Slow,50% male,50% female,Bug,—,15,30,45,59,30,39,57,260,
#5440,Whirlipede-Whirlipede,Bug,Poison,/pokedex/whirlipede,https://img.pokemondb.net/artwork/large/whirlipede.jpg,Curlipede Pokémon,1.2,58.5,Poison Point,Swarm,Speed Boost,120,126,Medium Slow,50% male,50% female,Bug,—,15,40,55,99,40,79,47,360,
#5450,Scolipede-Scolipede,Bug,Poison,/pokedex/scolipede,https://img.pokemondb.net/artwork/large/scolipede.jpg,Megapede Pokémon,2.5,200.5,Poison Point,Swarm,Speed Boost,45,218,Medium Slow,50% male,50% female,Bug,—,20,60,100,89,55,69,112,485,
#5460,Cottonee-Cottonee,Grass,Fairy,/pokedex/cottonee,https://img.pokemondb.net/artwork/large/cottonee.jpg,Cotton Puff Pokémon,0.3,0.6,Prankster,Infiltrator,Chlorophyll,190,56,Medium Fast,50% male,50% female,Fairy,Grass,20,40,27,60,37,50,66,280,
#5470,Whimsicott-Whimsicott,Grass,Fairy,/pokedex/whimsicott,https://img.pokemondb.net/artwork/large/whimsicott.jpg,Windveiled Pokémon,0.7,6.6,Prankster,Infiltrator,Chlorophyll,75,168,Medium Fast,50% male,50% female,Fairy,Grass,20,60,67,85,77,75,116,480,
#5480,Petilil-Petilil,Grass,-,/pokedex/petilil,https://img.pokemondb.net/artwork/large/petilil.jpg,Bulb Pokémon,0.5,6.6,Chlorophyll,Own Tempo,Leaf Guard,190,56,Medium Fast,0% male,100% female,Grass,—,20,45,35,50,70,50,30,280,
#5490,Lilligant-Lilligant,Grass,-,/pokedex/lilligant,https://img.pokemondb.net/artwork/large/lilligant.jpg,Flowering Pokémon,1.1,16.3,Chlorophyll,Own Tempo,Leaf Guard,75,168,Medium Fast,0% male,100% female,Grass,—,20,70,60,75,110,75,90,480,
#5491,Lilligant-Hisuian Lilligant,Grass,-,/pokedex/lilligant,https://img.pokemondb.net/artwork/large/lilligant-hisuian.jpg,Spinning Pokémon,1.2,19.2,Chlorophyll,Hustle,Leaf Guard,—,—,—,—,—,—,—,—,70,105,75,50,75,105,480,
#5500,Basculin-Red-Striped Form,Water,-,/pokedex/basculin,https://img.pokemondb.net/artwork/large/basculin-red-striped.jpg,Hostile Pokémon,1.0,18.0,Reckless,Adaptability,Mold Breaker,25,161,Medium Fast,50% male,50% female,Water 2,—,40,70,92,65,80,55,98,460,
#5501,Basculin-Blue-Striped Form,Water,-,/pokedex/basculin,https://img.pokemondb.net/artwork/large/basculin-blue-striped.jpg,Hostile Pokémon,1.0,18.0,Rock Head,Adaptability,Mold Breaker,25,161,Medium Fast,50% male,50% female,Water 2,—,40,70,92,65,80,55,98,460,
#5502,Basculin-White-Striped Form,Water,-,/pokedex/basculin,https://img.pokemondb.net/artwork/large/basculin-white-striped.jpg,Mellow Pokémon,1.0,18.0,Rattled,Adaptability,Mold Breaker,—,—,—,—,—,—,—,—,70,92,65,80,55,98,460,
#5510,Sandile-Sandile,Ground,Dark,/pokedex/sandile,https://img.pokemondb.net/artwork/large/sandile.jpg,Desert Croc Pokémon,0.7,15.2,Intimidate,Moxie,Anger Point,180,58,Medium Slow,50% male,50% female,Field,—,20,50,72,35,35,35,65,292,
#5520,Krokorok-Krokorok,Ground,Dark,/pokedex/krokorok,https://img.pokemondb.net/artwork/large/krokorok.jpg,Desert Croc Pokémon,1.0,33.4,Intimidate,Moxie,Anger Point,90,123,Medium Slow,50% male,50% female,Field,—,20,60,82,45,45,45,74,351,
#5530,Krookodile-Krookodile,Ground,Dark,/pokedex/krookodile,https://img.pokemondb.net/artwork/large/krookodile.jpg,Intimidation Pokémon,1.5,96.3,Intimidate,Moxie,Anger Point,45,234,Medium Slow,50% male,50% female,Field,—,20,95,117,80,65,70,92,519,
#5540,Darumaka-Darumaka,Fire,-,/pokedex/darumaka,https://img.pokemondb.net/artwork/large/darumaka.jpg,Zen Charm Pokémon,0.6,37.5,Hustle,-,Inner Focus,120,63,Medium Slow,50% male,50% female,Field,—,20,70,90,45,15,45,50,315,
#5541,Darumaka-Galarian Darumaka,Fire,-,/pokedex/darumaka,https://img.pokemondb.net/artwork/large/darumaka-galarian.jpg,Zen Charm Pokémon,0.7,40.0,Hustle,-,Inner Focus,120,63,Medium Slow,50% male,50% female,Field,—,20,70,90,45,15,45,50,315,
#5550,Darmanitan-Standard Mode,Fire,-,/pokedex/darmanitan,https://img.pokemondb.net/artwork/large/darmanitan-standard.jpg,Blazing Pokémon,1.3,92.9,Sheer Force,-,Zen Mode,60,168,Medium Slow,50% male,50% female,Field,—,20,105,140,55,30,55,95,480,
#5551,Darmanitan-Zen Mode,Fire,-,/pokedex/darmanitan,https://img.pokemondb.net/artwork/large/darmanitan-zen.jpg,Blazing Pokémon,1.3,92.9,Sheer Force,-,Zen Mode,60,189,Medium Slow,50% male,50% female,Field,—,20,105,30,105,140,105,55,540,
#5552,Darmanitan-Galarian Standard Mode,Fire,-,/pokedex/darmanitan,https://img.pokemondb.net/artwork/large/darmanitan-galarian-standard.jpg,Zen Charm Pokémon,1.7,120.0,Gorilla Tactics,-,Zen Mode,60,168,Medium Slow,50% male,50% female,Field,—,20,105,140,55,30,55,95,480,
#5553,Darmanitan-Galarian Zen Mode,Fire,-,/pokedex/darmanitan,https://img.pokemondb.net/artwork/large/darmanitan-galarian-zen.jpg,Zen Charm Pokémon,1.7,120.0,Gorilla Tactics,-,Zen Mode,—,189,—,—,—,—,—,—,105,160,55,30,55,135,540,
#5560,Maractus-Maractus,Grass,-,/pokedex/maractus,https://img.pokemondb.net/artwork/large/maractus.jpg,Cactus Pokémon,1.0,28.0,Water Absorb,Chlorophyll,Storm Drain,255,161,Medium Fast,50% male,50% female,Grass,—,20,75,86,67,106,67,60,461,
#5570,Dwebble-Dwebble,Bug,Rock,/pokedex/dwebble,https://img.pokemondb.net/artwork/large/dwebble.jpg,Rock Inn Pokémon,0.3,14.5,Sturdy,Shell Armor,Weak Armor,190,65,Medium Fast,50% male,50% female,Bug,Mineral,20,50,65,85,35,35,55,325,
#5580,Crustle-Crustle,Bug,Rock,/pokedex/crustle,https://img.pokemondb.net/artwork/large/crustle.jpg,Stone Home Pokémon,1.4,200.0,Sturdy,Shell Armor,Weak Armor,75,170,Medium Fast,50% male,50% female,Bug,Mineral,20,70,105,125,65,75,45,485,
#5590,Scraggy-Scraggy,Dark,Fighting,/pokedex/scraggy,https://img.pokemondb.net/artwork/large/scraggy.jpg,Shedding Pokémon,0.6,11.8,Shed Skin,Moxie,Intimidate,180,70,Medium Fast,50% male,50% female,Dragon,Field,15,50,75,70,35,70,48,348,
#5600,Scrafty-Scrafty,Dark,Fighting,/pokedex/scrafty,https://img.pokemondb.net/artwork/large/scrafty.jpg,Hoodlum Pokémon,1.1,30.0,Shed Skin,Moxie,Intimidate,90,171,Medium Fast,50% male,50% female,Dragon,Field,15,65,90,115,45,115,58,488,
#5610,Sigilyph-Sigilyph,Psychic,Flying,/pokedex/sigilyph,https://img.pokemondb.net/artwork/large/sigilyph.jpg,Avianoid Pokémon,1.4,14.0,Wonder Skin,Magic Guard,Tinted Lens,45,172,Medium Fast,50% male,50% female,Flying,—,20,72,58,80,103,80,97,490,
#5620,Yamask-Yamask,Ghost,-,/pokedex/yamask,https://img.pokemondb.net/artwork/large/yamask.jpg,Spirit Pokémon,0.5,1.5,Mummy,-,-,190,61,Medium Fast,50% male,50% female,Amorphous,Mineral,25,38,30,85,55,65,30,303,
#5621,Yamask-Galarian Yamask,Ghost,-,/pokedex/yamask,https://img.pokemondb.net/artwork/large/yamask-galarian.jpg,Spirit Pokémon,0.5,1.5,Wandering Spirit,-,-,190,61,Medium Fast,50% male,50% female,Amorphous,Mineral,25,38,55,85,30,65,30,303,
#5630,Cofagrigus-Cofagrigus,Ghost,-,/pokedex/cofagrigus,https://img.pokemondb.net/artwork/large/cofagrigus.jpg,Coffin Pokémon,1.7,76.5,Mummy,-,-,90,169,Medium Fast,50% male,50% female,Amorphous,Mineral,25,58,50,145,95,105,30,483,
#5640,Tirtouga-Tirtouga,Water,Rock,/pokedex/tirtouga,https://img.pokemondb.net/artwork/large/tirtouga.jpg,Prototurtle Pokémon,0.7,16.5,Solid Rock,Sturdy,Swift Swim,45,71,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,54,78,103,53,45,22,355,
#5650,Carracosta-Carracosta,Water,Rock,/pokedex/carracosta,https://img.pokemondb.net/artwork/large/carracosta.jpg,Prototurtle Pokémon,1.2,81.0,Solid Rock,Sturdy,Swift Swim,45,173,Medium Fast,87.5% male,12.5% female,Water 1,Water 3,30,74,108,133,83,65,32,495,
#5660,Archen-Archen,Rock,Flying,/pokedex/archen,https://img.pokemondb.net/artwork/large/archen.jpg,First Bird Pokémon,0.5,9.5,Defeatist,-,-,45,71,Medium Fast,87.5% male,12.5% female,Flying,Water 3,30,55,112,45,74,45,70,401,
#5670,Archeops-Archeops,Rock,Flying,/pokedex/archeops,https://img.pokemondb.net/artwork/large/archeops.jpg,First Bird Pokémon,1.4,32.0,Defeatist,-,-,45,177,Medium Fast,87.5% male,12.5% female,Flying,Water 3,30,75,140,65,112,65,110,567,
#5680,Trubbish-Trubbish,Poison,-,/pokedex/trubbish,https://img.pokemondb.net/artwork/large/trubbish.jpg,Trash Bag Pokémon,0.6,31.0,Stench,Sticky Hold,Aftermath,190,66,Medium Fast,50% male,50% female,Mineral,—,20,50,50,62,40,62,65,329,
#5690,Garbodor-Garbodor,Poison,-,/pokedex/garbodor,https://img.pokemondb.net/artwork/large/garbodor.jpg,Trash Heap Pokémon,1.9,107.3,Stench,Weak Armor,Aftermath,60,166,Medium Fast,50% male,50% female,Mineral,—,20,80,95,82,60,82,75,474,
#5700,Zorua-Zorua,Dark,-,/pokedex/zorua,https://img.pokemondb.net/artwork/large/zorua.jpg,Tricky Fox Pokémon,0.7,12.5,Illusion,-,-,75,66,Medium Slow,87.5% male,12.5% female,Field,—,25,40,65,40,80,40,65,330,
#5701,Zorua-Hisuian Zorua,Dark,-,/pokedex/zorua,https://img.pokemondb.net/artwork/large/zorua-hisuian.jpg,Spiteful Fox Pokémon,0.7,12.5,Illusion,-,-,—,—,—,—,—,—,—,—,35,60,40,85,40,70,330,
#5710,Zoroark-Zoroark,Dark,-,/pokedex/zoroark,https://img.pokemondb.net/artwork/large/zoroark.jpg,Illusion Fox Pokémon,1.6,81.1,Illusion,-,-,45,179,Medium Slow,87.5% male,12.5% female,Field,—,20,60,105,60,120,60,105,510,
#5711,Zoroark-Hisuian Zoroark,Dark,-,/pokedex/zoroark,https://img.pokemondb.net/artwork/large/zoroark-hisuian.jpg,Baneful Fox Pokémon,1.6,73.0,Illusion,-,-,—,—,—,—,—,—,—,—,55,100,60,125,60,110,510,
#5720,Minccino-Minccino,Normal,-,/pokedex/minccino,https://img.pokemondb.net/artwork/large/minccino.jpg,Chinchilla Pokémon,0.4,5.8,Cute Charm,Technician,Skill Link,255,60,Fast,25% male,75% female,Field,—,15,55,50,40,40,40,75,300,
#5730,Cinccino-Cinccino,Normal,-,/pokedex/cinccino,https://img.pokemondb.net/artwork/large/cinccino.jpg,Scarf Pokémon,0.5,7.5,Cute Charm,Technician,Skill Link,60,165,Fast,25% male,75% female,Field,—,15,75,95,60,65,60,115,470,
#5740,Gothita-Gothita,Psychic,-,/pokedex/gothita,https://img.pokemondb.net/artwork/large/gothita.jpg,Fixation Pokémon,0.4,5.8,Frisk,Competitive,Shadow Tag,200,58,Medium Slow,25% male,75% female,Human-Like,—,20,45,30,50,55,65,45,290,
#5750,Gothorita-Gothorita,Psychic,-,/pokedex/gothorita,https://img.pokemondb.net/artwork/large/gothorita.jpg,Manipulate Pokémon,0.7,18.0,Frisk,Competitive,Shadow Tag,100,137,Medium Slow,25% male,75% female,Human-Like,—,20,60,45,70,75,85,55,390,
#5760,Gothitelle-Gothitelle,Psychic,-,/pokedex/gothitelle,https://img.pokemondb.net/artwork/large/gothitelle.jpg,Astral Body Pokémon,1.5,44.0,Frisk,Competitive,Shadow Tag,50,221,Medium Slow,25% male,75% female,Human-Like,—,20,70,55,95,95,110,65,490,
#5770,Solosis-Solosis,Psychic,-,/pokedex/solosis,https://img.pokemondb.net/artwork/large/solosis.jpg,Cell Pokémon,0.3,1.0,Overcoat,Magic Guard,Regenerator,200,58,Medium Slow,50% male,50% female,Amorphous,—,20,45,30,40,105,50,20,290,
#5780,Duosion-Duosion,Psychic,-,/pokedex/duosion,https://img.pokemondb.net/artwork/large/duosion.jpg,Mitosis Pokémon,0.6,8.0,Overcoat,Magic Guard,Regenerator,100,130,Medium Slow,50% male,50% female,Amorphous,—,20,65,40,50,125,60,30,370,
#5790,Reuniclus-Reuniclus,Psychic,-,/pokedex/reuniclus,https://img.pokemondb.net/artwork/large/reuniclus.jpg,Multiplying Pokémon,1.0,20.1,Overcoat,Magic Guard,Regenerator,50,221,Medium Slow,50% male,50% female,Amorphous,—,20,110,65,75,125,85,30,490,
#5800,Ducklett-Ducklett,Water,Flying,/pokedex/ducklett,https://img.pokemondb.net/artwork/large/ducklett.jpg,Water Bird Pokémon,0.5,5.5,Keen Eye,Big Pecks,Hydration,190,61,Medium Fast,50% male,50% female,Flying,Water 1,20,62,44,50,44,50,55,305,
#5810,Swanna-Swanna,Water,Flying,/pokedex/swanna,https://img.pokemondb.net/artwork/large/swanna.jpg,White Bird Pokémon,1.3,24.2,Keen Eye,Big Pecks,Hydration,45,166,Medium Fast,50% male,50% female,Flying,Water 1,20,75,87,63,87,63,98,473,
#5820,Vanillite-Vanillite,Ice,-,/pokedex/vanillite,https://img.pokemondb.net/artwork/large/vanillite.jpg,Fresh Snow Pokémon,0.4,5.7,Ice Body,Snow Cloak,Weak Armor,255,61,Slow,50% male,50% female,Mineral,—,20,36,50,50,65,60,44,305,
#5830,Vanillish-Vanillish,Ice,-,/pokedex/vanillish,https://img.pokemondb.net/artwork/large/vanillish.jpg,Icy Snow Pokémon,1.1,41.0,Ice Body,Snow Cloak,Weak Armor,120,138,Slow,50% male,50% female,Mineral,—,20,51,65,65,80,75,59,395,
#5840,Vanilluxe-Vanilluxe,Ice,-,/pokedex/vanilluxe,https://img.pokemondb.net/artwork/large/vanilluxe.jpg,Snowstorm Pokémon,1.3,57.5,Ice Body,Snow Warning,Weak Armor,45,241,Slow,50% male,50% female,Mineral,—,20,71,95,85,110,95,79,535,
#5850,Deerling-Deerling,Normal,Grass,/pokedex/deerling,https://img.pokemondb.net/artwork/large/deerling.jpg,Season Pokémon,0.6,19.5,Chlorophyll,Sap Sipper,Serene Grace,190,67,Medium Fast,50% male,50% female,Field,—,20,60,60,50,40,50,75,335,
#5860,Sawsbuck-Sawsbuck,Normal,Grass,/pokedex/sawsbuck,https://img.pokemondb.net/artwork/large/sawsbuck.jpg,Season Pokémon,1.9,92.5,Chlorophyll,Sap Sipper,Serene Grace,75,166,Medium Fast,50% male,50% female,Field,—,20,80,100,70,60,70,95,475,
